X,Y,fid,datahora,satelite,pais,estado,municipici,bioma,diasemchuv,precipitac,riscofogo,latitude,longitude,frp,icon_url
-63.8170016770822,-28.0010053030308,"228",2019/08/11 17:30:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"17",0,1,-28.001,-63.817,108.8,./0.png
-63.8250016777237,-27.9880053022066,"229",2019/08/11 17:30:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"17",0,1,-27.988,-63.825,73.5,./0.png
-63.8180016769554,-27.9860053021801,"230",2019/08/11 17:30:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"17",0,1,-27.986,-63.818,22.4,./0.png
-64.5500017552831,-28.0700052977164,"231",2019/08/12 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"0",0,0,-28.07,-64.55,5.9,./0.png
-64.5390017540953,-28.0680052977461,"232",2019/08/12 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"0",0,0,-28.068,-64.539,9.4,./0.png
-63.9200016873855,-27.9660052998148,"233",2019/08/12 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"0",0,0,-27.966,-63.92,4,./0.png
-64.3600017319294,-27.8580052883173,"234",2019/08/12 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"0",0,0,-27.858,-64.36,27.8,./0.png
-64.3490017307434,-27.8560052883435,"235",2019/08/12 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"0",0,0,-27.856,-64.349,27.4,./0.png
-64.1280017053082,-27.713005283072,"236",2019/08/12 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.713,-64.128,4.6,./0.png
-64.117001704123,-27.711005283095,"237",2019/08/12 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.711,-64.117,7.3,./0.png
-64.5600017504214,-27.7030052771192,"238",2019/08/12 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"0",0,0,-27.703,-64.56,6.9,./0.png
-63.9730016885329,-27.6800052831134,"239",2019/08/12 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.68,-63.973,10.8,./0.png
-63.9630016874526,-27.6780052831225,"240",2019/08/12 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.678,-63.963,6.3,./0.png
-64.0310017009359,-28.0850053050848,"241",2019/03/06 14:35:00,TERRA_M-T,Argentina,Santiago del Estero,San Martin,,"33",0,1,-28.085,-64.031,8.8,./0.png
-64.5490017555521,-28.0930052990048,"242",2019/08/13 18:55:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"0",0,0,-28.093,-64.549,38.3,./0.png
-64.5240017529255,-28.0930052993244,"243",2019/08/14 05:50:00,AQUA_M-M,Argentina,Santiago del Estero,Capital,,"0",0,0,-28.093,-64.524,30.9,./0.png
-64.5180017522626,-28.0910052992902,"244",2019/08/14 05:50:00,AQUA_M-M,Argentina,Santiago del Estero,Capital,,"0",0,0,-28.091,-64.518,18.3,./0.png
-64.1340017038446,-27.5780052753913,"245",2019/02/18 14:35:00,TERRA_M-T,Argentina,Santiago del Estero,Banda,,"6",0,,-27.578,-64.134,6.5,./0.png
-64.1360017040696,-27.5790052754232,"246",2019/02/19 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"7",0,,-27.579,-64.136,9.7,./0.png
-63.8870016819003,-27.8360052929356,"247",2019/03/01 14:15:00,TERRA_M-T,Argentina,Santiago del Estero,Robles,,"28",0,1,-27.836,-63.887,8.6,./0.png
-64.0040016950084,-27.888005294419,"248",2019/04/06 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"0",0,0.34,-27.888,-64.004,14.3,./0.png
-64.2460017158255,-27.5940052749149,"249",2019/04/06 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0.21,-27.594,-64.246,6.3,./0.png
-64.2360017147471,-27.5920052749257,"250",2019/04/06 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0.13,-27.592,-64.236,5.7,./0.png
-63.8380016793409,-28.0040053029422,"251",2019/04/09 14:25:00,TERRA_M-T,Argentina,Santiago del Estero,San Martin,,"4",0,1,-28.004,-63.838,5.3,./0.png
-63.8250016735424,-27.7160052869387,"252",2019/06/04 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Figueroa,,"10",0,1,-27.716,-63.825,6,./0.png
-64.2010017113449,-27.6090052763162,"253",2019/06/04 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"10",0,1,-27.609,-64.201,9.9,./0.png
-64.4240017406445,-27.9830052944842,"254",2019/06/05 14:15:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"7",0.03,1,-27.983,-64.424,3.9,./0.png
-64.4360017418725,-27.981005294221,"255",2019/06/05 14:15:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"7",0.03,1,-27.981,-64.436,4.6,./0.png
-64.1970017108171,-27.6020052759708,"256",2019/06/05 14:15:00,TERRA_M-T,Argentina,Santiago del Estero,Banda,,"11",0,1,-27.602,-64.197,9,./0.png
-64.4560017443428,-28.0040052952474,"257",2019/06/20 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"7",0,0.94,-28.004,-64.456,16.4,./0.png
-64.4430017429614,-28.0030052953566,"258",2019/06/20 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"7",0,0.94,-28.003,-64.443,20,./0.png
-64.4440017428894,-27.9920052947319,"259",2019/06/20 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"7",0,0.94,-27.992,-64.444,18.5,./0.png
-64.2030017094946,-27.4760052687787,"260",2019/06/20 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"7",0,0.97,-27.476,-64.203,12.1,./0.png
-64.1900017081188,-27.4750052688816,"261",2019/06/20 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"10",0,0.98,-27.475,-64.19,11,./0.png
-64.0160016944831,-27.773005287821,"262",2019/08/14 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"0",0,0,-27.773,-64.016,6.1,./0.png
-64.7290017684589,-27.7250052762037,"263",2019/08/14 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Guasayan,,"0",0,0,-27.725,-64.729,10.2,./0.png
-64.1250017051023,-27.7200052835026,"264",2019/08/14 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.72,-64.125,4.4,./0.png
-64.7300017684021,-27.7150052756311,"265",2019/08/14 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Guasayan,,"0",0,0,-27.715,-64.73,9.9,./0.png
-64.7190017672354,-27.7140052757156,"266",2019/08/14 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Guasayan,,"0",0,0,-27.714,-64.719,5.2,./0.png
-63.8610016771563,-27.7050052858831,"267",2019/08/14 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"0",0,0,-27.705,-63.861,5.3,./0.png
-63.8500016759856,-27.70400528596,"268",2019/08/14 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Figueroa,,"0",0,0,-27.704,-63.85,6.3,./0.png
-64.1360017057587,-27.688005281567,"269",2019/08/14 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.688,-64.136,3,./0.png
-63.9990016906616,-27.6410052805976,"270",2019/08/14 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.641,-63.999,9.3,./0.png
-64.0000016906282,-27.6320052800776,"271",2019/08/14 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.632,-64,15.5,./0.png
-64.2770017184955,-27.5570052724445,"272",2019/08/14 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.557,-64.277,6.4,./0.png
-64.2110017114457,-27.5480052727509,"273",2019/08/14 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.548,-64.211,18.5,./0.png
-64.2000017102783,-27.5470052728298,"274",2019/08/14 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.547,-64.2,4.2,./0.png
-64.237001711833,-27.3970052638856,"275",2019/08/14 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.397,-64.237,12.7,./0.png
-64.4000017379957,-27.9750052943422,"276",2019/08/15 14:20:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"0",0,0,-27.975,-64.4,55.4,./0.png
-64.4100017390138,-27.9730052941044,"277",2019/08/15 14:20:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"0",0,0,-27.973,-64.41,21.6,./0.png
-64.1170017051972,-27.780005286972,"278",2019/08/15 14:20:00,TERRA_M-T,Argentina,Santiago del Estero,Robles,,"0",0,0,-27.78,-64.117,4.5,./0.png
-64.6780017677259,-28.0090052926895,"279",2019/08/15 18:40:00,AQUA_M-T,Argentina,Santiago del Estero,Guasayan,,"0",0,0,-28.009,-64.678,29.7,./0.png
-64.7010017700895,-28.006005292227,"280",2019/08/15 18:40:00,AQUA_M-T,Argentina,Santiago del Estero,Guasayan,,"0",0,0,-28.006,-64.701,476.4,./0.png
-64.7070017706372,-28.0010052918722,"281",2019/08/15 18:40:00,AQUA_M-T,Argentina,Santiago del Estero,Guasayan,,"0",0,0,-28.001,-64.707,252,./0.png
-64.6750017672643,-28.0000052922283,"282",2019/08/15 18:40:00,AQUA_M-T,Argentina,Santiago del Estero,Guasayan,,"0",0,0,-28,-64.675,29.1,./0.png
-64.6810017678284,-27.996005291929,"283",2019/08/15 18:40:00,AQUA_M-T,Argentina,Santiago del Estero,Guasayan,,"0",0,0,-27.996,-64.681,75.5,./0.png
-64.3840017336845,-27.8100052853309,"284",2019/06/27 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"14",0,0.92,-27.81,-64.384,18.3,./0.png
-64.3730017324991,-27.808005285357,"285",2019/06/27 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"14",0,0.92,-27.808,-64.373,12.4,./0.png
-64.0030016959954,-27.9580052983473,"286",2019/06/27 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"14",0,0.94,-27.958,-64.003,8.8,./0.png
-64.0290016978085,-27.8990052947272,"287",2019/06/27 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"14",0,0.94,-27.899,-64.029,5.2,./0.png
-64.3330017277661,-27.7740052839532,"288",2019/06/27 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"14",0,0.92,-27.774,-64.333,5.8,./0.png
-63.8170016732363,-27.7510052890069,"289",2019/06/27 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Figueroa,,"11",0,0.95,-27.751,-63.817,4.3,./0.png
-64.5390017478409,-27.6790052760379,"290",2019/06/27 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Rio Hondo,,"14",0,0.91,-27.679,-64.539,7.9,./0.png
-64.3560017286156,-27.6750052781091,"291",2019/06/27 18:00:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"14",0,0.93,-27.675,-64.356,5.6,./0.png
-64.00800169532,-27.8810052939778,"292",2019/06/26 14:35:00,TERRA_M-T,Argentina,Santiago del Estero,Robles,,"13",0,0.85,-27.881,-64.008,12.7,./0.png
-64.2020017113098,-27.6000052757964,"293",2019/06/26 14:35:00,TERRA_M-T,Argentina,Santiago del Estero,Banda,,"13",0,0.85,-27.6,-64.202,6,./0.png
-64.0210016997252,-28.0750053046519,"294",2019/06/26 18:55:00,AQUA_M-T,Argentina,Santiago del Estero,San Martin,,"11",0,0.85,-28.075,-64.021,34.9,./0.png
-64.642001764014,-28.0130052933741,"295",2019/08/16 15:05:00,TERRA_M-T,Argentina,Santiago del Estero,Guasayan,,"0",0,0,-28.013,-64.642,281.7,./0.png
-64.2880017179691,-27.4490052662045,"296",2019/07/02 18:20:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"19",0.01,0.89,-27.449,-64.288,4.4,./0.png
-64.2900017180389,-27.4400052656704,"297",2019/07/02 18:20:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"19",0.01,0.9,-27.44,-64.29,5.8,./0.png
-64.5220017433859,-27.5100052667426,"298",2019/08/17 18:30:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.51,-64.522,29.4,./0.png
-64.2500017212377,-27.9120052927125,"299",2019/08/18 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"24",0.05,0.98,-27.912,-64.25,25.2,./0.png
-64.2310017191312,-27.9050052925586,"300",2019/08/18 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"24",0.05,0.98,-27.905,-64.231,22.3,./0.png
-64.2670017192277,-27.6710052789914,"301",2019/08/18 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"24",0.62,0.98,-27.671,-64.267,39.7,./0.png
-64.2410017164715,-27.6690052792012,"302",2019/08/18 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"24",0.62,0.98,-27.669,-64.241,35.5,./0.png
-64.2480017171426,-27.6650052788894,"303",2019/08/18 05:30:00,AQUA_M-M,Argentina,Santiago del Estero,Banda,,"24",0.62,0.98,-27.665,-64.248,10.7,./0.png
-64.2360017157601,-27.6570052785878,"304",2019/08/18 05:30:00,AQUA_M-M,Argentina,Santiago del Estero,Banda,,"24",0.62,0.98,-27.657,-64.236,8.8,./0.png
-64.2470017168972,-27.6560052783953,"305",2019/08/18 05:30:00,AQUA_M-M,Argentina,Santiago del Estero,Banda,,"24",0.62,0.98,-27.656,-64.247,25.5,./0.png
-64.2720017196891,-27.6670052787043,"306",2019/08/18 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"24",0.62,0.98,-27.667,-64.272,27.2,./0.png
-64.246001716933,-27.6650052789142,"307",2019/08/18 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"24",0.62,0.98,-27.665,-64.246,60.8,./0.png
-64.6570017654901,-28.0070052928484,"308",2019/08/16 17:45:00,AQUA_M-T,Argentina,Santiago del Estero,Guasayan,,"0",0,0,-28.007,-64.657,20.9,./0.png
-63.922001685256,-27.8150052913298,"309",2019/08/16 17:45:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"0",0,0,-27.815,-63.922,15.8,./0.png
-64.0750017001816,-27.7410052852984,"310",2019/07/05 14:30:00,TERRA_M-T,Argentina,Santiago del Estero,Banda,,"22",0,0.81,-27.741,-64.075,6.2,./0.png
-64.3240017210511,-27.4050052632686,"311",2019/08/19 18:15:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.405,-64.324,9.8,./0.png
-64.2290017110427,-27.4000052641539,"312",2019/08/19 18:15:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.4,-64.229,6.6,./0.png
-63.9420016892808,-27.939005298035,"313",2019/07/06 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"23",0,0.88,-27.939,-63.942,7.5,./0.png
-64.4480017406821,-27.8280052855328,"314",2019/07/06 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"23",0,0.86,-27.828,-64.448,6.8,./0.png
-64.0700017009164,-27.822005289908,"315",2019/07/06 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"23",0,,-27.822,-64.07,8.9,./0.png
-64.3490017292858,-27.7640052831926,"316",2019/07/06 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"23",0,0.86,-27.764,-64.349,42.7,./0.png
-64.336001727907,-27.763005283299,"317",2019/07/06 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"23",0,0.86,-27.763,-64.336,51.1,./0.png
-64.3510017293374,-27.7540052826069,"318",2019/07/06 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"23",0,0.86,-27.754,-64.351,21,./0.png
-64.3370017278381,-27.7520052826697,"319",2019/07/06 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"23",0,0.87,-27.752,-64.337,33.6,./0.png
-64.084001697314,-27.4940052712537,"320",2019/07/07 18:35:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"24",0.02,0.9,-27.494,-64.084,20.6,./0.png
-64.091001697909,-27.4850052706588,"321",2019/07/07 18:35:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"24",0.02,0.9,-27.485,-64.091,20.4,./0.png
-63.7830016724667,-27.9340052996959,"322",2019/08/20 14:40:00,TERRA_M-T,Argentina,Santiago del Estero,Robles,,"0",0,0,-27.934,-63.783,5.9,./0.png
-64.4530017414139,-27.8410052861965,"323",2019/08/20 14:40:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"0",0,0,-27.841,-64.453,8.1,./0.png
-64.1950017142001,-27.8320052889225,"324",2019/08/20 14:40:00,TERRA_M-T,Argentina,Santiago del Estero,Robles,,"0",0,0,-27.832,-64.195,7.3,./0.png
-64.258001726336,-28.1790053074679,"325",2019/07/08 15:00:00,TERRA_M-T,Argentina,Santiago del Estero,Silipica,,"25",0.11,0.93,-28.179,-64.258,17.8,./0.png
-64.3180017259249,-27.7570052831873,"326",2019/07/08 15:00:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"25",0,0.92,-27.757,-64.318,18.5,./0.png
-64.3120017252012,-27.7510052829256,"327",2019/07/08 15:00:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"25",0,0.92,-27.751,-64.312,19,./0.png
-64.4760017443538,-27.8740052877494,"328",2019/07/08 17:40:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"25",0.15,0.9,-27.874,-64.476,34.6,./0.png
-64.4550017421191,-27.8720052879032,"329",2019/07/08 17:40:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"25",0.15,0.9,-27.872,-64.455,99.3,./0.png
-64.4560017420161,-27.8590052871645,"330",2019/07/08 17:40:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"25",0.15,0.9,-27.859,-64.456,54.8,./0.png
-64.3430017287673,-27.77100528366,"331",2019/07/08 17:40:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"25",0,0.92,-27.771,-64.343,41.8,./0.png
-64.3230017266386,-27.7690052837978,"332",2019/07/08 17:40:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"25",0,0.92,-27.769,-64.323,66,./0.png
-64.0990017024053,-27.7220052839351,"333",2019/07/08 17:40:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"25",0,0.93,-27.722,-64.099,215,./0.png
-64.079001700291,-27.7210052841247,"334",2019/07/08 17:40:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"25",0,0.93,-27.721,-64.079,26.4,./0.png
-64.1070017032137,-27.7200052837242,"335",2019/07/08 17:40:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"6",0.17,0.93,-27.72,-64.107,87.9,./0.png
-64.087001701084,-27.7180052838577,"336",2019/07/08 17:40:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"25",0,0.93,-27.718,-64.087,92.3,./0.png
-63.9960016902393,-27.6340052802392,"337",2019/07/08 17:40:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"25",0,0.94,-27.634,-63.996,14.4,./0.png
-64.6890017691413,-28.0250052934362,"338",2019/08/21 18:05:00,AQUA_M-T,Argentina,Santiago del Estero,Guasayan,,"0",0,0,-28.025,-64.689,20.6,./0.png
-64.6780017679708,-28.0240052935222,"339",2019/08/21 18:05:00,AQUA_M-T,Argentina,Santiago del Estero,Guasayan,,"0",0,0,-28.024,-64.678,6.1,./0.png
-64.250001717321,-27.6630052787521,"340",2019/08/21 18:05:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.663,-64.25,23.5,./0.png
-64.2400017162573,-27.6620052788197,"341",2019/08/21 18:05:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.662,-64.24,118.1,./0.png
